STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2023-12-11,6.93,,0.00,0.0,0.0,47,47,42,20,20,13.0,21.0,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2023-12-12,3.80,,0.00,0.0,0.0,41,44,34,50,20,10.1,13.0,1,1,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2023-12-13,4.03,,0.00,0.0,0.0,39,51,34,130,100,10.1,19.9,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2023-12-14,6.04,,0.14,0.0,0.0,46,48,43,30,100,12.1,16.1,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2023-12-15,4.03,,0.00,0.0,0.0,46,52,39,150,150,12.1,15.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2023-12-16,3.36,,0.00,0.0,0.0,43,51,36,30,30,8.9,11.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2023-12-17,6.04,,0.00,0.0,0.0,40,49,33,30,30,16.1,19.0,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2023-12-18,4.03,,0.05,0.0,0.0,42,50,38,70,80,10.1,19.0,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2023-12-19,8.28,,0.12,0.0,0.0,48,52,47,110,70,18.1,25.1,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2023-12-20,3.58,,0.00,0.0,0.0,46,51,38,120,130,10.1,13.0,1,1,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2023-12-21,3.80,,0.00,0.0,0.0,44,50,42,150,160,10.1,15.0,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2023-12-22,7.83,,0.67,0.0,0.0,44,45,37,210,210,18.1,25.9,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2023-12-23,4.70,,0.00,0.0,0.0,39,45,33,30,70,10.1,18.1,1,,,,,,1
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2023-12-24,6.93,,0.00,0.0,0.0,38,44,30,230,220,18.1,23.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2023-12-25,14.09,,0.59,0.0,0.0,43,48,41,110,120,21.9,29.1,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2023-12-26,9.17,,0.09,0.0,0.0,47,53,44,100,100,17.0,25.1,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2023-12-27,12.75,,0.10,0.0,0.0,53,55,47,110,120,23.9,34.0,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2023-12-28,10.51,,0.06,0.0,0.0,49,56,45,100,100,19.9,27.1,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2023-12-29,12.53,,0.00,0.0,0.0,57,63,53,120,120,28.0,40.9,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2023-12-30,5.59,,0.10,0.0,0.0,52,56,43,200,220,13.0,18.1,1,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2023-12-31,3.58,,0.00,0.0,0.0,45,50,38,140,150,8.9,14.1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2024-01-01,2.68,,0.00,0.0,0.0,41,47,34,110,70,6.9,14.1,1,1,,,,,1
